ID Pedido;ID Produto;Quantidade;ID Veículo;Status do pedido;Data da compra;Data de entrega;Data previsão;Latitude;Longitude;UF da entrega
11444;6;7;19;Entregue;5/29/19 22:07;10/06/2019 22:07;14/06/2019 22:07;-22.19;-48.79;SP
11445;47;4;3;Entregue;5/29/19 22:08;04/06/2019 22:08;14/06/2019 22:08;-5.81;-36.59;RN
11446;22;5;30;Entregue;5/29/19 22:34;18/06/2019 22:34;16/06/2019 22:34;1.99;-61.33;RR
11447;33;6;33;Entregue;5/29/19 22:35;12/06/2019 22:35;17/06/2019 22:35;-13.29;-41.71;BA
11448;38;6;33;Entregue;5/29/19 22:38;09/06/2019 22:38;17/06/2019 22:38;-5.81;-36.59;RN
11449;23;8;40;Entregue;5/29/19 22:38;06/06/2019 22:38;18/06/2019 22:38;1.41;-51.77;AP
11450;33;4;14;Entregue;5/29/19 22:47;08/06/2019 22:47;18/06/2019 22:47;-3.79;-52.48;PA
11451;58;4;21;Entregue;5/29/19 22:47;06/06/2019 22:47;15/06/2019 22:47;-22.25;-42.66;RJ
11452;40;4;39;Entregue;5/29/19 22:51;04/06/2019 22:51;16/06/2019 22:51;-22.19;-48.79;SP
11453;31;9;15;Entregue;5/29/19 23:02;18/06/2019 23:02;18/06/2019 23:02;-15.98;-49.86;GO
11454;59;1;38;Entregue;5/29/19 23:05;10/06/2019 23:05;18/06/2019 23:05;-15.98;-49.86;GO
11455;9;9;38;Entregue;5/29/19 23:06;03/06/2019 23:06;17/06/2019 23:06;-22.25;-42.66;RJ
11456;34;1;41;Entregue;5/29/19 23:13;04/06/2019 23:13;14/06/2019 23:13;-9.46;-48.26;TO
11457;35;1;29;Entregue;5/29/19 23:18;14/06/2019 23:18;16/06/2019 23:18;-9.46;-48.26;TO
11458;27;7;19;Entregue;5/29/19 23:27;09/06/2019 23:27;15/06/2019 23:27;-22.19;-48.79;SP
11459;14;5;5;Entregue;5/29/19 23:34;18/06/2019 23:34;16/06/2019 23:34;-9.46;-48.26;TO
11460;59;7;6;Entregue;5/29/19 23:43;13/06/2019 23:43;17/06/2019 23:43;-22.19;-48.79;SP
11461;46;4;31;Entregue;5/29/19 23:53;08/06/2019 23:53;16/06/2019 23:53;-22.19;-48.79;SP
11462;28;9;12;Entregue;5/30/19 1:31;15/06/2019 01:31;14/06/2019 01:31;-22.19;-48.79;SP
11463;36;8;10;Entregue;5/30/19 2:03;16/06/2019 02:03;15/06/2019 02:03;-22.19;-48.79;SP
11464;12;6;22;Entregue;5/30/19 2:58;04/06/2019 02:58;19/06/2019 02:58;-22.19;-48.79;SP
11465;20;4;11;Entregue;5/30/19 3:02;09/06/2019 03:02;19/06/2019 03:02;-22.19;-48.79;SP
11466;44;7;16;Entregue;5/30/19 7:59;14/06/2019 07:59;17/06/2019 07:59;-3.79;-52.48;PA
11467;6;8;32;Entregue;5/30/19 8:13;09/06/2019 08:13;16/06/2019 08:13;-22.19;-48.79;SP
11468;23;9;25;Entregue;5/30/19 8:42;19/06/2019 08:42;14/06/2019 08:42;-5.2;-39.53;CE
11469;14;4;1;Entregue;5/30/19 8:45;02/06/2019 08:45;15/06/2019 08:45;-24.89;-51.55;PR
11470;40;4;42;Entregue;5/30/19 8:48;19/06/2019 08:48;18/06/2019 08:48;-5.42;-45.44;MA
11471;1;6;12;Entregue;5/30/19 8:51;02/06/2019 08:51;14/06/2019 08:51;-22.25;-42.66;RJ
11472;37;9;28;Entregue;5/30/19 9:27;02/06/2019 09:27;19/06/2019 09:27;-30.17;-53.5;RS
11473;10;5;20;Entregue;5/30/19 9:39;17/06/2019 09:39;18/06/2019 09:39;-10.83;-63.34;RO
11474;51;6;4;Entregue;5/30/19 9:53;07/06/2019 09:53;17/06/2019 09:53;-8.77;-70.55;AC
11475;57;5;13;Entregue;5/30/19 10:54;08/06/2019 10:54;15/06/2019 10:54;-22.19;-48.79;SP
11476;13;1;18;Entregue;5/30/19 10:56;16/06/2019 10:56;15/06/2019 10:56;-3.79;-52.48;PA
11477;31;9;36;Entregue;5/30/19 10:59;14/06/2019 10:59;18/06/2019 10:59;-8.77;-70.55;AC
11478;65;7;3;Entregue;5/30/19 11:00;02/06/2019 11:00;17/06/2019 11:00;-22.19;-48.79;SP
11479;60;2;31;Entregue;5/30/19 11:13;07/06/2019 11:13;14/06/2019 11:13;-8.38;-37.86;PE
11480;18;4;42;Entregue;5/30/19 11:31;05/06/2019 11:31;18/06/2019 11:31;-8.77;-70.55;AC
11481;21;9;14;Entregue;5/30/19 11:43;17/06/2019 11:43;17/06/2019 11:43;-22.25;-42.66;RJ
11482;57;5;20;Entregue;5/30/19 11:43;17/06/2019 11:43;16/06/2019 11:43;-22.19;-48.79;SP
11483;15;5;18;Entregue;5/30/19 11:47;10/06/2019 11:47;15/06/2019 11:47;-8.38;-37.86;PE
11484;21;6;30;Entregue;5/30/19 11:48;02/06/2019 11:48;19/06/2019 11:48;-22.19;-48.79;SP
11485;27;9;18;Entregue;5/30/19 11:54;16/06/2019 11:54;19/06/2019 11:54;-9.46;-48.26;TO
11486;13;6;23;Entregue;5/30/19 11:57;09/06/2019 11:57;17/06/2019 11:57;-22.25;-42.66;RJ
11487;17;5;7;Entregue;5/30/19 12:05;11/06/2019 12:05;19/06/2019 12:05;-15.98;-49.86;GO
11488;4;10;29;Entregue;5/30/19 12:07;07/06/2019 12:07;15/06/2019 12:07;1.41;-51.77;AP
11489;60;2;31;Entregue;5/30/19 12:23;19/06/2019 12:23;19/06/2019 12:23;-9.46;-48.26;TO
11490;5;5;38;Entregue;5/30/19 12:28;04/06/2019 12:28;19/06/2019 12:28;-7.28;-36.72;PB
11491;39;3;41;Entregue;5/30/19 12:41;10/06/2019 12:41;19/06/2019 12:41;-8.77;-70.55;AC
11492;57;7;31;Entregue;5/30/19 13:09;17/06/2019 13:09;14/06/2019 13:09;-10.57;-37.45;SE
11493;29;5;37;Entregue;5/30/19 13:20;13/06/2019 13:20;16/06/2019 13:20;-13.29;-41.71;BA
11494;11;2;18;Entregue;5/30/19 13:46;13/06/2019 13:46;15/06/2019 13:46;-22.25;-42.66;RJ
11495;48;7;38;Entregue;5/30/19 14:19;12/06/2019 14:19;17/06/2019 14:19;-3.47;-65.1;AM
11496;61;6;11;Entregue;5/30/19 14:27;12/06/2019 14:27;18/06/2019 14:27;-8.77;-70.55;AC
11497;64;5;34;Entregue;5/30/19 14:31;05/06/2019 14:31;15/06/2019 14:31;-15.83;-47.86;DF
11498;13;7;28;Entregue;5/30/19 14:36;19/06/2019 14:36;15/06/2019 14:36;-22.25;-42.66;RJ
11499;15;9;20;Entregue;5/30/19 14:46;14/06/2019 14:46;18/06/2019 14:46;-22.19;-48.79;SP
11500;39;3;31;Entregue;5/30/19 15:07;03/06/2019 15:07;14/06/2019 15:07;-22.25;-42.66;RJ
11501;25;4;34;Entregue;5/30/19 15:08;05/06/2019 15:08;17/06/2019 15:08;-22.25;-42.66;RJ
11502;49;1;39;Entregue;5/30/19 15:12;18/06/2019 15:12;17/06/2019 15:12;-3.47;-65.1;AM
11503;25;8;42;Entregue;5/30/19 15:29;03/06/2019 15:29;14/06/2019 15:29;-22.19;-48.79;SP
11504;64;4;33;Entregue;5/30/19 15:43;10/06/2019 15:43;14/06/2019 15:43;-10.57;-37.45;SE
11505;19;5;31;Entregue;5/30/19 15:43;03/06/2019 15:43;15/06/2019 15:43;-22.19;-48.79;SP
11506;11;5;1;Entregue;5/30/19 15:45;03/06/2019 15:45;17/06/2019 15:45;-22.19;-48.79;SP
11507;25;2;12;Entregue;5/30/19 15:48;03/06/2019 15:48;16/06/2019 15:48;-5.81;-36.59;RN
11508;33;2;17;Entregue;5/30/19 15:54;17/06/2019 15:54;19/06/2019 15:54;-20.51;-54.54;MS
11509;52;5;26;Entregue;5/30/19 15:55;05/06/2019 15:55;15/06/2019 15:55;-22.19;-48.79;SP
11510;29;1;21;Entregue;5/30/19 15:57;15/06/2019 15:57;14/06/2019 15:57;-22.19;-48.79;SP
11511;45;3;42;Entregue;5/30/19 16:14;14/06/2019 16:14;14/06/2019 16:14;-22.25;-42.66;RJ
11512;50;9;13;Entregue;5/30/19 16:20;02/06/2019 16:20;16/06/2019 16:20;-10.83;-63.34;RO
11513;42;3;40;Entregue;5/30/19 16:24;16/06/2019 16:24;18/06/2019 16:24;-19.19;-40.34;ES
11514;21;3;6;Entregue;5/30/19 16:27;04/06/2019 16:27;15/06/2019 16:27;-22.25;-42.66;RJ
11515;50;4;23;Entregue;5/30/19 16:35;05/06/2019 16:35;18/06/2019 16:35;-22.19;-48.79;SP
11516;60;7;11;Entregue;5/30/19 17:11;03/06/2019 17:11;17/06/2019 17:11;-22.19;-48.79;SP
11517;47;7;2;Entregue;5/30/19 17:20;10/06/2019 17:20;15/06/2019 17:20;-27.45;-50.95;SC
11518;3;5;8;Entregue;5/30/19 17:29;13/06/2019 17:29;14/06/2019 17:29;-22.25;-42.66;RJ
11519;3;6;4;Entregue;5/30/19 17:31;03/06/2019 17:31;16/06/2019 17:31;1.41;-51.77;AP
11520;26;3;9;Entregue;5/30/19 17:34;07/06/2019 17:34;15/06/2019 17:34;-22.19;-48.79;SP
11521;57;2;35;Entregue;5/30/19 17:36;19/06/2019 17:36;19/06/2019 17:36;-5.2;-39.53;CE
11522;30;4;7;Entregue;5/30/19 17:36;16/06/2019 17:36;17/06/2019 17:36;-22.19;-48.79;SP
11523;33;6;36;Entregue;5/30/19 17:45;11/06/2019 17:45;18/06/2019 17:45;-6.6;-42.28;PI
11524;37;9;27;Entregue;5/30/19 17:52;08/06/2019 17:52;16/06/2019 17:52;-22.19;-48.79;SP
11525;7;2;22;Entregue;5/30/19 18:02;12/06/2019 18:02;17/06/2019 18:02;-22.19;-48.79;SP
11526;28;5;16;Entregue;5/30/19 18:02;11/06/2019 18:02;17/06/2019 18:02;-6.6;-42.28;PI
11527;14;7;11;Entregue;5/30/19 18:06;08/06/2019 18:06;14/06/2019 18:06;-22.25;-42.66;RJ
11528;62;6;6;Entregue;5/30/19 18:18;06/06/2019 18:18;19/06/2019 18:18;-22.25;-42.66;RJ
11529;43;1;34;Entregue;5/30/19 18:18;14/06/2019 18:18;14/06/2019 18:18;-19.19;-40.34;ES
11530;4;3;17;Entregue;5/30/19 18:19;15/06/2019 18:19;17/06/2019 18:19;-19.19;-40.34;ES
11531;23;7;39;Entregue;5/30/19 18:50;04/06/2019 18:50;15/06/2019 18:50;-22.25;-42.66;RJ
11532;32;9;40;Entregue;5/30/19 18:54;17/06/2019 18:54;19/06/2019 18:54;-22.25;-42.66;RJ
11533;1;5;38;Entregue;5/30/19 19:12;02/06/2019 19:12;19/06/2019 19:12;-22.19;-48.79;SP
11534;34;8;38;Entregue;5/30/19 19:25;08/06/2019 19:25;14/06/2019 19:25;1.99;-61.33;RR
11535;28;2;17;Entregue;5/30/19 19:27;12/06/2019 19:27;19/06/2019 19:27;-15.83;-47.86;DF
11536;14;6;25;Entregue;5/30/19 19:42;14/06/2019 19:42;17/06/2019 19:42;-22.19;-48.79;SP
11537;59;8;34;Entregue;5/30/19 19:58;03/06/2019 19:58;16/06/2019 19:58;-3.79;-52.48;PA
11538;29;3;40;Entregue;5/30/19 20:06;03/06/2019 20:06;19/06/2019 20:06;1.41;-51.77;AP
11539;11;2;9;Entregue;5/30/19 20:09;19/06/2019 20:09;15/06/2019 20:09;-22.25;-42.66;RJ
11540;54;9;26;Entregue;5/30/19 20:10;06/06/2019 20:10;19/06/2019 20:10;1.41;-51.77;AP
11541;29;7;11;Entregue;5/30/19 20:29;14/06/2019 20:29;15/06/2019 20:29;-15.98;-49.86;GO
11542;14;2;6;Entregue;5/30/19 20:29;02/06/2019 20:29;14/06/2019 20:29;-22.19;-48.79;SP
11543;15;2;27;Entregue;5/30/19 20:30;04/06/2019 20:30;16/06/2019 20:30;-8.77;-70.55;AC
11544;62;6;17;Entregue;5/30/19 20:32;18/06/2019 20:32;15/06/2019 20:32;-22.19;-48.79;SP
11545;24;8;20;Entregue;5/30/19 20:39;03/06/2019 20:39;15/06/2019 20:39;-22.25;-42.66;RJ
11546;23;7;31;Entregue;5/30/19 20:44;05/06/2019 20:44;17/06/2019 20:44;-15.98;-49.86;GO
11547;29;4;25;Entregue;5/30/19 20:55;11/06/2019 20:55;15/06/2019 20:55;-22.19;-48.79;SP
11548;25;2;34;Entregue;5/30/19 21:04;10/06/2019 21:04;15/06/2019 21:04;-6.6;-42.28;PI
11549;1;7;34;Entregue;5/30/19 21:11;13/06/2019 21:11;17/06/2019 21:11;-15.98;-49.86;GO
11550;20;1;15;Entregue;5/30/19 21:11;10/06/2019 21:11;16/06/2019 21:11;1.41;-51.77;AP
11551;33;9;36;Entregue;5/30/19 21:14;12/06/2019 21:14;17/06/2019 21:14;-9.62;-36.82;AL
11552;43;10;39;Entregue;5/30/19 21:27;09/06/2019 21:27;15/06/2019 21:27;-22.25;-42.66;RJ
11553;18;2;13;Entregue;5/30/19 22:08;06/06/2019 22:08;17/06/2019 22:08;-12.64;-55.42;MT
11554;51;1;30;Entregue;5/30/19 22:15;03/06/2019 22:15;16/06/2019 22:15;-12.64;-55.42;MT
11555;51;2;18;Entregue;5/30/19 22:30;13/06/2019 22:30;15/06/2019 22:30;-6.6;-42.28;PI
11556;6;6;11;Entregue;5/30/19 22:39;07/06/2019 22:39;15/06/2019 22:39;-22.19;-48.79;SP
11557;34;5;41;Entregue;5/30/19 22:39;05/06/2019 22:39;19/06/2019 22:39;-22.25;-42.66;RJ
11558;35;1;3;Entregue;5/30/19 22:43;16/06/2019 22:43;18/06/2019 22:43;-5.81;-36.59;RN
11559;38;8;41;Entregue;5/30/19 22:45;08/06/2019 22:45;16/06/2019 22:45;-22.25;-42.66;RJ
11560;50;6;34;Entregue;5/30/19 22:46;02/06/2019 22:46;15/06/2019 22:46;-22.25;-42.66;RJ
11561;60;2;26;Entregue;5/30/19 22:47;10/06/2019 22:47;15/06/2019 22:47;-3.47;-65.1;AM
11562;2;10;33;Entregue;5/30/19 23:02;19/06/2019 23:02;19/06/2019 23:02;-7.28;-36.72;PB
11563;49;8;26;Entregue;5/30/19 23:18;07/06/2019 23:18;19/06/2019 23:18;1.99;-61.33;RR
11564;42;10;8;Entregue;5/30/19 23:24;18/06/2019 23:24;16/06/2019 23:24;-22.25;-42.66;RJ
11565;20;5;25;Entregue;5/30/19 23:27;12/06/2019 23:27;16/06/2019 23:27;-22.19;-48.79;SP
11566;18;1;18;Entregue;5/30/19 23:37;08/06/2019 23:37;18/06/2019 23:37;-22.19;-48.79;SP
11567;26;9;17;Entregue;5/31/19 0:23;10/06/2019 00:23;15/06/2019 00:23;-22.25;-42.66;RJ
11568;29;9;23;Entregue;5/31/19 0:28;14/06/2019 00:28;16/06/2019 00:28;-24.89;-51.55;PR
11569;1;4;36;Entregue;5/31/19 0:51;03/06/2019 00:51;20/06/2019 00:51;-13.29;-41.71;BA
11570;28;8;28;Entregue;5/31/19 0:52;14/06/2019 00:52;20/06/2019 00:52;-20.51;-54.54;MS
11571;54;1;25;Entregue;5/31/19 1:17;10/06/2019 01:17;18/06/2019 01:17;-18.1;-44.38;MG
11572;20;9;19;Entregue;5/31/19 2:25;14/06/2019 02:25;17/06/2019 02:25;-15.98;-49.86;GO
11573;7;3;18;Entregue;5/31/19 6:32;04/06/2019 06:32;16/06/2019 06:32;-18.1;-44.38;MG
11574;60;6;3;Entregue;5/31/19 7:36;13/06/2019 07:36;17/06/2019 07:36;-5.2;-39.53;CE
11575;55;6;37;Entregue;5/31/19 7:40;04/06/2019 07:40;16/06/2019 07:40;-22.19;-48.79;SP
11576;31;8;26;Entregue;5/31/19 7:55;19/06/2019 07:55;16/06/2019 07:55;-22.19;-48.79;SP
11577;65;9;21;Entregue;5/31/19 8:51;10/06/2019 08:51;16/06/2019 08:51;-22.25;-42.66;RJ
11578;54;8;5;Entregue;5/31/19 8:57;15/06/2019 08:57;20/06/2019 08:57;-10.83;-63.34;RO
11579;11;1;24;Entregue;5/31/19 9:12;19/06/2019 09:12;19/06/2019 09:12;-13.29;-41.71;BA
11580;27;7;37;Entregue;5/31/19 9:19;08/06/2019 09:19;16/06/2019 09:19;-8.77;-70.55;AC
11581;54;3;10;Entregue;5/31/19 9:30;20/06/2019 09:30;18/06/2019 09:30;-12.64;-55.42;MT
11582;19;1;28;Entregue;5/31/19 9:32;05/06/2019 09:32;17/06/2019 09:32;-20.51;-54.54;MS
11583;53;3;37;Entregue;5/31/19 9:45;13/06/2019 09:45;15/06/2019 09:45;-22.25;-42.66;RJ
11584;60;5;17;Entregue;5/31/19 9:52;03/06/2019 09:52;16/06/2019 09:52;-22.25;-42.66;RJ
11585;51;9;27;Entregue;5/31/19 9:52;12/06/2019 09:52;15/06/2019 09:52;-15.83;-47.86;DF
11586;6;10;12;Entregue;5/31/19 10:23;18/06/2019 10:23;16/06/2019 10:23;-22.25;-42.66;RJ
11587;39;8;30;Entregue;5/31/19 10:24;10/06/2019 10:24;18/06/2019 10:24;-18.1;-44.38;MG
11588;13;5;14;Entregue;5/31/19 10:46;17/06/2019 10:46;15/06/2019 10:46;-12.64;-55.42;MT
11589;57;10;39;Entregue;5/31/19 10:53;09/06/2019 10:53;15/06/2019 10:53;-24.89;-51.55;PR
11590;26;2;38;Entregue;5/31/19 11:02;08/06/2019 11:02;15/06/2019 11:02;-22.19;-48.79;SP
11591;34;1;5;Entregue;5/31/19 11:07;15/06/2019 11:07;19/06/2019 11:07;-22.19;-48.79;SP
11592;30;9;8;Entregue;5/31/19 11:08;20/06/2019 11:08;20/06/2019 11:08;-22.19;-48.79;SP
11593;52;7;20;Entregue;5/31/19 11:11;06/06/2019 11:11;18/06/2019 11:11;-13.29;-41.71;BA
11594;35;6;19;Entregue;5/31/19 11:15;13/06/2019 11:15;19/06/2019 11:15;1.41;-51.77;AP
11595;60;10;11;Entregue;5/31/19 11:29;06/06/2019 11:29;19/06/2019 11:29;1.99;-61.33;RR
11596;17;2;23;Entregue;5/31/19 11:38;11/06/2019 11:38;18/06/2019 11:38;-30.17;-53.5;RS
11597;50;10;3;Entregue;5/31/19 11:38;07/06/2019 11:38;15/06/2019 11:38;-24.89;-51.55;PR
11598;29;3;33;Entregue;5/31/19 11:55;07/06/2019 11:55;16/06/2019 11:55;-20.51;-54.54;MS
11599;8;10;25;Entregue;5/31/19 12:00;12/06/2019 12:00;18/06/2019 12:00;-22.25;-42.66;RJ
11600;56;6;23;Entregue;5/31/19 12:15;12/06/2019 12:15;20/06/2019 12:15;-22.25;-42.66;RJ
11601;26;10;12;Entregue;5/31/19 12:26;19/06/2019 12:26;19/06/2019 12:26;1.41;-51.77;AP
11602;35;3;37;Entregue;5/31/19 12:41;04/06/2019 12:41;17/06/2019 12:41;-22.25;-42.66;RJ
11603;11;8;23;Entregue;5/31/19 12:41;19/06/2019 12:41;16/06/2019 12:41;-10.83;-63.34;RO
11604;4;9;33;Entregue;5/31/19 12:45;07/06/2019 12:45;18/06/2019 12:45;-22.19;-48.79;SP
11605;66;5;29;Entregue;5/31/19 12:51;16/06/2019 12:51;17/06/2019 12:51;-8.77;-70.55;AC
11606;45;8;41;Entregue;5/31/19 12:52;06/06/2019 12:52;18/06/2019 12:52;-6.6;-42.28;PI
11607;57;10;34;Entregue;5/31/19 13:04;08/06/2019 13:04;19/06/2019 13:04;-22.19;-48.79;SP
11608;15;4;11;Entregue;5/31/19 13:07;10/06/2019 13:07;16/06/2019 13:07;-27.45;-50.95;SC
11609;10;7;15;Entregue;5/31/19 13:14;13/06/2019 13:14;15/06/2019 13:14;1.41;-51.77;AP
11610;16;5;28;Entregue;5/31/19 13:19;20/06/2019 13:19;17/06/2019 13:19;-22.19;-48.79;SP
11611;62;4;30;Entregue;5/31/19 13:21;14/06/2019 13:21;20/06/2019 13:21;-22.19;-48.79;SP
11612;42;1;12;Entregue;5/31/19 13:23;20/06/2019 13:23;19/06/2019 13:23;-22.19;-48.79;SP
11613;66;10;39;Entregue;5/31/19 13:29;05/06/2019 13:29;17/06/2019 13:29;-22.19;-48.79;SP
11614;46;9;12;Entregue;5/31/19 13:34;17/06/2019 13:34;20/06/2019 13:34;-22.19;-48.79;SP
11615;44;6;15;Entregue;5/31/19 13:50;14/06/2019 13:50;20/06/2019 13:50;-8.77;-70.55;AC
11616;15;1;15;Entregue;5/31/19 13:55;03/06/2019 13:55;20/06/2019 13:55;-8.38;-37.86;PE
11617;2;5;41;Entregue;5/31/19 13:59;19/06/2019 13:59;20/06/2019 13:59;-22.25;-42.66;RJ
11618;5;5;16;Entregue;5/31/19 14:07;15/06/2019 14:07;19/06/2019 14:07;-10.83;-63.34;RO
11619;43;9;23;Entregue;5/31/19 14:41;03/06/2019 14:41;17/06/2019 14:41;-8.77;-70.55;AC
11620;38;7;32;Entregue;5/31/19 14:46;05/06/2019 14:46;20/06/2019 14:46;-22.19;-48.79;SP
11621;63;1;29;Entregue;5/31/19 15:00;14/06/2019 15:00;19/06/2019 15:00;-22.25;-42.66;RJ
11622;33;8;41;Entregue;5/31/19 15:10;13/06/2019 15:10;19/06/2019 15:10;-24.89;-51.55;PR
11623;48;1;41;Entregue;5/31/19 15:13;10/06/2019 15:13;17/06/2019 15:13;-6.6;-42.28;PI
11624;23;3;41;Entregue;5/31/19 15:14;17/06/2019 15:14;17/06/2019 15:14;-5.81;-36.59;RN
11625;36;7;32;Entregue;5/31/19 15:15;07/06/2019 15:15;15/06/2019 15:15;-27.45;-50.95;SC
11626;17;3;6;Entregue;5/31/19 15:39;16/06/2019 15:39;20/06/2019 15:39;-9.62;-36.82;AL
11627;31;6;35;Entregue;5/31/19 16:01;20/06/2019 16:01;17/06/2019 16:01;-22.25;-42.66;RJ
11628;53;4;1;Entregue;5/31/19 16:23;08/06/2019 16:23;17/06/2019 16:23;-3.79;-52.48;PA
11629;32;8;40;Entregue;5/31/19 16:27;20/06/2019 16:27;18/06/2019 16:27;-5.81;-36.59;RN
11630;42;8;5;Entregue;5/31/19 16:45;09/06/2019 16:45;18/06/2019 16:45;-13.29;-41.71;BA
11631;66;9;33;Entregue;5/31/19 16:51;05/06/2019 16:51;18/06/2019 16:51;-22.19;-48.79;SP
11632;58;8;8;Entregue;5/31/19 16:53;08/06/2019 16:53;15/06/2019 16:53;-20.51;-54.54;MS
11633;45;10;31;Entregue;5/31/19 17:06;08/06/2019 17:06;19/06/2019 17:06;-5.81;-36.59;RN
11634;22;1;20;Entregue;5/31/19 17:23;20/06/2019 17:23;15/06/2019 17:23;-3.47;-65.1;AM
11635;37;4;13;Entregue;5/31/19 17:23;03/06/2019 17:23;15/06/2019 17:23;-22.19;-48.79;SP
11636;55;10;34;Entregue;5/31/19 17:28;09/06/2019 17:28;17/06/2019 17:28;-30.17;-53.5;RS
11637;45;8;29;Entregue;5/31/19 17:35;17/06/2019 17:35;18/06/2019 17:35;-5.42;-45.44;MA
11638;63;1;3;Entregue;5/31/19 17:36;09/06/2019 17:36;19/06/2019 17:36;-20.51;-54.54;MS
11639;58;8;23;Entregue;5/31/19 17:45;07/06/2019 17:45;17/06/2019 17:45;-19.19;-40.34;ES
11640;12;8;40;Entregue;5/31/19 17:47;05/06/2019 17:47;19/06/2019 17:47;-22.19;-48.79;SP
11641;57;2;26;Entregue;5/31/19 17:52;10/06/2019 17:52;16/06/2019 17:52;-22.19;-48.79;SP
11642;23;9;13;Entregue;5/31/19 18:00;17/06/2019 18:00;16/06/2019 18:00;-22.19;-48.79;SP
11643;12;3;7;Entregue;5/31/19 18:00;18/06/2019 18:00;16/06/2019 18:00;-5.42;-45.44;MA
11644;49;1;31;Entregue;5/31/19 18:30;06/06/2019 18:30;16/06/2019 18:30;-27.45;-50.95;SC
11645;61;3;23;Entregue;5/31/19 18:30;15/06/2019 18:30;18/06/2019 18:30;-22.19;-48.79;SP
11646;28;1;33;Entregue;5/31/19 18:41;16/06/2019 18:41;18/06/2019 18:41;-20.51;-54.54;MS
11647;15;7;14;Entregue;5/31/19 18:46;20/06/2019 18:46;20/06/2019 18:46;-5.81;-36.59;RN
11648;36;4;26;Entregue;5/31/19 19:01;20/06/2019 19:01;18/06/2019 19:01;-10.57;-37.45;SE
11649;5;6;31;Entregue;5/31/19 19:02;16/06/2019 19:02;19/06/2019 19:02;-22.19;-48.79;SP
11650;3;6;5;Entregue;5/31/19 19:07;10/06/2019 19:07;20/06/2019 19:07;-22.25;-42.66;RJ
11651;30;8;33;Entregue;5/31/19 19:20;14/06/2019 19:20;16/06/2019 19:20;-24.89;-51.55;PR
11652;21;4;29;Entregue;5/31/19 19:32;09/06/2019 19:32;16/06/2019 19:32;-22.25;-42.66;RJ
11653;21;2;25;Entregue;5/31/19 19:37;11/06/2019 19:37;18/06/2019 19:37;-22.19;-48.79;SP
11654;45;6;4;Entregue;5/31/19 19:57;07/06/2019 19:57;19/06/2019 19:57;-8.77;-70.55;AC
11655;19;3;9;Entregue;5/31/19 19:59;18/06/2019 19:59;15/06/2019 19:59;-13.29;-41.71;BA
11656;56;8;24;Entregue;5/31/19 20:00;13/06/2019 20:00;17/06/2019 20:00;-22.19;-48.79;SP
11657;29;2;41;Entregue;5/31/19 20:03;09/06/2019 20:03;15/06/2019 20:03;-22.19;-48.79;SP
11658;26;1;37;Entregue;5/31/19 20:11;04/06/2019 20:11;18/06/2019 20:11;-22.19;-48.79;SP
11659;48;4;16;Entregue;5/31/19 20:13;15/06/2019 20:13;20/06/2019 20:13;-22.19;-48.79;SP
11660;51;8;13;Entregue;5/31/19 20:18;14/06/2019 20:18;19/06/2019 20:18;-22.19;-48.79;SP
11661;40;9;25;Entregue;5/31/19 20:24;11/06/2019 20:24;19/06/2019 20:24;-22.19;-48.79;SP
11662;35;9;23;Entregue;5/31/19 20:35;16/06/2019 20:35;18/06/2019 20:35;-19.19;-40.34;ES
11663;59;2;20;Entregue;5/31/19 20:36;20/06/2019 20:36;19/06/2019 20:36;1.41;-51.77;AP
11664;40;6;30;Entregue;5/31/19 20:45;11/06/2019 20:45;17/06/2019 20:45;-5.2;-39.53;CE
11665;60;9;13;Entregue;5/31/19 20:48;13/06/2019 20:48;17/06/2019 20:48;-22.25;-42.66;RJ
11666;31;7;15;Entregue;5/31/19 20:51;09/06/2019 20:51;15/06/2019 20:51;-9.46;-48.26;TO
11667;13;6;5;Entregue;5/31/19 20:57;14/06/2019 20:57;15/06/2019 20:57;-12.64;-55.42;MT
11668;54;2;16;Entregue;5/31/19 20:57;15/06/2019 20:57;19/06/2019 20:57;-22.25;-42.66;RJ
11669;7;3;15;Entregue;5/31/19 20:59;11/06/2019 20:59;17/06/2019 20:59;-9.46;-48.26;TO
11670;39;6;6;Entregue;5/31/19 21:12;13/06/2019 21:12;17/06/2019 21:12;-19.19;-40.34;ES
11671;16;4;36;Entregue;5/31/19 21:16;10/06/2019 21:16;15/06/2019 21:16;-15.98;-49.86;GO
11672;46;7;12;Entregue;5/31/19 21:19;20/06/2019 21:19;17/06/2019 21:19;-22.19;-48.79;SP
11673;27;5;22;Entregue;5/31/19 21:21;15/06/2019 21:21;18/06/2019 21:21;-20.51;-54.54;MS
11674;51;3;40;Entregue;5/31/19 21:22;12/06/2019 21:22;20/06/2019 21:22;-22.25;-42.66;RJ
11675;21;8;4;Entregue;5/31/19 21:23;13/06/2019 21:23;20/06/2019 21:23;-22.19;-48.79;SP
11676;30;10;24;Entregue;5/31/19 21:37;15/06/2019 21:37;17/06/2019 21:37;-22.19;-48.79;SP
11677;48;6;31;Entregue;5/31/19 21:42;08/06/2019 21:42;15/06/2019 21:42;-22.25;-42.66;RJ
11678;1;1;12;Entregue;5/31/19 21:45;20/06/2019 21:45;19/06/2019 21:45;-22.25;-42.66;RJ
